Raf,Mek,Plcg,PIP2,PIP3,Erk,Akt,PKA,PKC,P38,Jnk
636.6,2574.3,574.2,925.3,335.1,578.7,2085.6,375.5,552.8,1804.6,1170.4
8898.4,7841.0,902.9,2823.4,3292.6,1121.0,546.5,1790.3,1574.5,1275.9,2575.6
991.7,719.4,1972.9,2462.1,705.3,3798.9,438.6,1138.5,1470.8,1086.8,1150.5
8077.7,915.3,12746.1,2565.0,1946.2,2646.5,13683.4,816.6,737.8,988.4,1855.1
454.6,1840.6,7008.2,2040.9,1430.6,1102.6,3710.1,933.9,7919.8,8490.4,2220.3
1791.5,4123.8,4340.9,948.8,1186.5,627.7,2508.0,3081.9,614.0,1256.2,615.4
880.9,2809.6,1005.5,1421.3,491.8,2099.8,1745.1,1009.1,1554.3,2088.6,942.1
555.0,7665.3,1089.4,1673.4,4058.9,30431.8,668.1,2591.2,1026.5,1174.9,1016.2
734.7,1749.3,555.8,3856.2,1889.4,2535.0,1245.2,1347.8,2275.7,712.5,1357.8
909.0,886.7,334.3,5278.8,1044.0,4585.7,4251.5,646.3,756.9,14022.3,7337.4
1763.0,2221.4,1091.5,2555.2,1018.7,355.7,628.1,1838.8,731.5,1713.3,765.3
966.9,3577.9,2203.9,1794.1,3652.5,2655.8,5751.7,1251.5,1282.1,638.5,1282.8
3912.0,5115.3,3898.1,430.4,4300.6,415.4,3708.9,1347.2,3171.7,622.7,4614.4
560.0,1059.2,813.6,444.3,1950.1,7668.5,15268.1,1954.2,4417.6,2176.9,2694.9
1375.1,2113.4,2779.4,1138.2,1699.4,1725.5,3502.1,770.6,1735.0,8346.6,4588.2
5320.6,1843.7,2337.4,4031.1,6299.4,379.4,631.2,5154.1,1448.8,1056.4,662.9
1159.8,588.8,9632.3,1775.9,1726.1,2894.2,3904.5,3853.4,4268.0,1091.5,1424.7
3345.0,1185.7,1800.7,2487.4,3388.5,436.1,3202.9,1499.7,3184.2,3366.2,6544.2
5338.8,5309.5,5738.4,2282.7,1855.2,3634.6,3247.6,1412.0,2499.5,1758.0,913.1
5076.5,1889.7,9311.1,492.6,1158.1,1855.9,4491.3,2488.8,2317.8,733.8,716.5
2340.2,607.1,1181.5,2699.3,824.0,6530.8,4813.4,514.3,857.6,290.4,966.7
3337.9,1298.4,2614.0,534.9,3423.4,1159.7,1825.7,1678.6,653.8,718.8,3921.5
2487.9,4188.3,2344.3,2027.2,454.5,1456.4,1768.9,8625.6,3132.4,6178.6,2916.2
1023.5,1985.6,2184.1,852.9,1329.4,1533.6,6532.2,342.2,4744.1,854.5,603.3
4646.9,3247.1,4932.6,3430.8,9394.5,2827.0,1595.3,2378.8,4889.2,969.2,1073.3
1412.1,335.7,2019.2,399.9,1886.4,3612.8,1234.6,6916.7,562.1,4689.2,3103.0
458.1,15813.8,1718.2,896.1,586.6,1516.2,1632.8,1962.8,1424.8,3000.6,1326.0
384.5,1604.4,272.1,2399.5,826.0,2060.5,5173.3,846.4,4226.0,1278.3,7350.7
1350.0,923.0,3133.1,1275.9,922.3,1233.6,1744.7,5290.9,384.8,1841.7,2980.7
2110.7,5155.9,1703.6,1559.9,2904.1,1957.6,1323.0,2732.3,1072.7,1108.8,1185.1
5337.2,137.4,2481.2,1858.3,471.2,2316.4,2645.5,2897.8,216.7,5394.4,1002.1
3131.5,3271.0,896.6,3066.7,1328.2,344.8,4601.8,972.6,912.7,1309.7,2248.0
1727.1,2803.0,619.2,998.3,1647.8,8252.8,1650.7,4307.8,1864.7,1227.9,1484.2
1580.1,2930.5,5430.0,2410.9,4673.5,835.6,1297.6,1012.9,2325.2,1356.7,3241.6
858.5,1871.4,3132.2,346.5,9870.5,1441.6,357.8,2051.8,1857.1,1693.4,3995.6
3287.7,2294.6,2591.8,1663.2,7483.0,553.7,2021.8,1904.6,3465.5,920.5,448.1
2049.7,2264.2,5953.2,654.4,4554.0,12015.2,1336.5,643.7,1305.6,1828.4,2838.5
1126.5,6273.9,741.3,449.7,4382.5,293.0,1535.6,21897.9,1790.7,737.6,1726.9
1736.0,2056.0,3071.2,787.4,6974.7,2199.7,3233.9,1093.9,5059.9,1472.0,2257.6
857.1,814.4,3135.6,1267.9,913.2,1080.8,3162.6,1093.1,1645.6,1829.9,390.0
557.3,2366.2,1002.6,4210.7,3918.4,3214.2,7752.9,1691.8,3038.5,1132.8,12860.2
8838.8,1825.3,2463.3,5363.9,1607.3,1069.2,3638.0,1925.1,2093.1,927.6,457.5
2184.0,3729.3,1509.2,5705.3,1029.5,777.6,1713.4,1692.4,3347.5,972.7,5401.7
8721.4,1752.3,4913.6,776.5,4273.5,4179.0,3607.4,1785.7,170.1,1082.1,1095.8
826.7,1993.8,1293.1,934.8,775.1,1020.0,4434.6,1065.5,1197.6,1254.7,2371.3
2604.5,158.3,4094.1,5705.0,780.4,830.6,1261.2,987.5,2162.8,381.0,739.3
6194.1,860.4,4889.0,2402.5,425.2,3005.7,1645.6,1255.9,2199.5,2643.1,3184.6
4640.6,2506.2,601.5,1237.8,19042.7,3227.9,12033.3,5521.2,2193.9,2301.1,1755.9
450.2,1834.3,4762.6,1119.1,2513.8,3573.4,873.3,1260.1,800.8,936.6,645.4
879.8,5628.3,869.2,2000.5,1209.2,4642.9,5161.2,3609.3,2309.8,1502.9,696.8
8559.7,984.6,3074.6,4220.3,1159.5,4148.1,3332.1,7203.9,1242.1,646.3,1206.7
2136.8,1894.2,1319.8,392.5,2634.3,8759.3,2621.2,2943.4,2858.2,2484.0,3809.8
2480.7,1407.9,956.4,1481.5,2324.6,1404.1,2325.0,2569.1,3521.2,5045.4,1924.5
635.1,1371.9,1872.9,416.3,5491.4,2026.2,2453.0,5390.6,1092.1,2861.9,1655.9
1560.5,974.8,6853.3,1338.9,3163.9,403.4,4647.1,4195.5,1954.6,1507.9,2489.9
11282.8,441.2,3380.0,871.9,1779.5,1482.8,1283.5,1793.0,729.7,4118.9,430.4
2784.5,1392.4,708.6,2125.8,520.3,1866.4,579.2,2615.0,863.1,1260.4,2287.4
974.5,1726.1,538.6,2995.0,7420.0,16878.0,1944.8,3396.7,435.1,6016.1,3364.3
1227.6,4864.6,1475.0,1253.4,2644.6,772.3,4094.1,776.8,780.5,873.3,3319.6
1103.9,615.0,1113.7,1762.3,702.9,719.6,9789.2,908.3,1396.3,1347.8,1290.7
2972.3,3860.4,1415.5,672.4,5011.8,1675.3,7217.5,299.9,2114.0,8390.7,1362.9
1509.6,2290.2,1156.3,1408.6,1379.9,1094.5,4832.3,2614.6,2209.5,3452.5,1463.4
973.2,1116.4,1810.6,774.8,1211.7,1196.4,9893.6,196.6,1566.0,7190.8,1993.2
3303.5,1958.4,1060.1,300.8,2131.0,972.2,953.1,1212.9,7301.9,12380.4,2151.2
1246.6,705.0,2630.2,7527.5,1483.5,269.6,3090.4,3977.1,508.4,2082.2,2594.1
1705.3,960.4,4075.5,1309.4,551.1,350.9,4957.6,2961.1,1939.9,1271.3,1184.2
764.6,1280.3,331.6,1003.4,1409.9,2945.1,1751.2,3415.0,5320.4,4215.6,2634.4
1825.3,825.0,3268.1,6931.3,2377.2,8381.7,533.5,718.1,3583.7,2233.7,5172.1
1785.8,902.9,1524.0,530.5,733.0,3936.1,3634.5,2417.3,456.3,1357.3,678.6
4634.2,1133.5,758.5,1851.7,1083.4,5925.4,1004.4,590.3,323.0,1764.1,1153.4
576.4,4681.5,3083.4,1767.7,5385.5,3071.8,936.1,787.3,3478.6,2482.7,2071.0
918.6,2940.6,987.9,1666.4,5753.5,1065.6,513.7,779.0,4005.6,2216.7,1630.9
1203.2,2665.9,916.6,2308.9,1007.3,881.7,1085.7,1339.0,1738.8,2182.8,94.6
947.5,1321.8,6027.3,762.0,2059.5,5979.1,632.5,2477.9,951.6,1207.5,951.0
1006.8,15955.0,3553.1,4365.1,2680.1,500.2,2479.9,4265.6,913.5,3913.8,3176.3
7955.6,1294.4,751.4,1353.8,5701.3,418.8,345.6,1942.1,1268.9,1819.3,3851.6
1162.1,404.1,9279.7,814.2,774.9,4372.0,1329.3,1718.6,2660.4,4302.1,1384.7
6099.5,327.5,3320.4,923.7,5419.8,2025.6,1055.4,3072.6,3694.3,3021.5,793.3
1227.6,1802.2,1749.3,3293.8,360.7,2362.5,1433.7,924.5,998.3,1522.9,101.4
1031.7,897.3,2769.0,949.2,1522.2,6209.4,4005.7,3721.3,1212.1,2791.8,1499.5
1545.5,2509.3,1121.5,5969.4,1590.6,2965.2,5793.4,4127.1,585.7,2581.0,3570.9
3690.4,742.0,1068.9,4006.4,983.0,1422.6,6378.6,1740.2,1010.9,896.0,2359.4
622.3,1483.5,2360.4,5111.9,3084.2,1021.2,4641.2,1422.8,672.8,1575.6,5713.2
2063.6,1826.2,6699.4,575.3,646.5,496.4,2436.0,2065.6,6211.7,2196.9,1308.5
1810.6,1986.6,474.7,15807.9,2740.5,2138.8,2957.6,3189.2,1615.8,1091.2,2920.6
2461.6,945.9,5626.4,2286.3,3241.7,5505.7,1840.0,2329.9,3456.5,1012.4,1887.9
1999.1,841.5,11546.2,586.5,640.0,5173.9,3199.1,795.7,2939.0,5850.5,1764.8
14458.8,455.2,3149.7,4597.3,3688.9,1535.4,1433.2,2579.4,3472.4,2927.7,4154.9
800.2,1506.9,852.3,1327.6,4073.2,1971.2,14552.1,2110.6,1896.5,1968.3,1085.5
1726.3,4457.0,1980.6,958.4,862.6,1261.2,1918.1,4697.9,618.7,1399.9,2029.3
417.0,928.1,1049.5,956.4,2108.0,1590.1,1159.5,2546.2,7175.7,6710.3,388.3
2868.8,1568.0,2047.0,1314.7,1986.4,2040.9,1137.8,882.6,1262.7,2180.7,2919.6
3578.4,1217.6,2269.0,3905.0,4593.9,1724.9,1515.1,2106.7,720.7,1548.6,3280.2
3021.6,1456.5,2152.0,934.8,3174.1,1698.9,1449.9,1353.7,1719.3,1263.6,3061.1
1317.9,6466.4,5838.1,886.0,1911.7,1074.4,1392.3,8972.7,1413.7,2411.9,2787.9
812.0,912.3,689.0,890.0,184.9,2795.2,9352.1,2035.0,582.3,1081.1,1252.5
801.1,3598.0,3457.2,717.4,3229.4,6133.1,8283.7,17893.1,878.7,17315.8,1361.9
1125.6,2348.8,1135.0,2488.0,628.9,1493.7,5056.7,1727.4,2024.9,2644.4,4612.5
481.0,2886.0,1459.0,2065.9,4221.6,695.5,804.2,384.4,1165.2,5241.4,1641.8
618.9,1225.9,549.9,735.0,2467.7,706.9,4403.3,1708.0,1936.2,1447.1,3355.2
3383.0,2363.8,2840.8,1525.9,2789.9,1379.8,1811.3,1451.4,1254.2,1041.8,2628.5
5158.9,4614.1,661.7,5071.4,1401.7,2923.6,875.7,2025.5,2323.8,551.3,2941.3
5306.8,1572.3,5367.6,1553.5,3567.7,306.5,12519.2,5981.1,1439.9,373.3,2276.6
569.6,2580.9,2513.1,851.4,4432.7,3444.2,3946.8,1820.9,582.6,3953.3,1456.4
594.8,5332.8,9696.6,1749.4,10171.0,1945.1,1333.6,1091.9,6698.7,968.6,3255.9
1155.9,1251.1,4122.4,1334.0,1307.9,4474.9,6489.4,3028.3,1070.8,1201.7,1927.4
2337.3,820.3,3224.2,1936.1,458.3,859.9,1208.0,1705.7,8196.2,2187.5,922.8
2157.1,1364.2,2344.5,2876.9,4757.1,1773.3,6708.8,3738.4,1026.6,10592.3,2348.6
927.0,6784.1,9530.2,1760.9,1208.4,1575.1,3202.8,5025.5,2853.8,1961.3,5993.4
1407.7,4124.6,1435.9,2552.5,1651.0,1729.0,1336.9,5302.2,1005.9,1000.1,9865.5
3953.2,268.2,1150.3,424.3,845.1,146.8,1620.4,725.2,1896.8,492.7,1932.0
1297.3,6012.3,5592.0,3389.0,1392.3,8851.2,521.9,588.3,1690.8,10973.4,1537.8
1561.5,570.5,3853.5,3875.9,3399.1,1092.9,1027.2,642.6,1933.5,761.8,704.9
1288.3,1222.5,1175.7,2625.8,1926.1,1435.8,2093.1,817.9,1966.9,2039.5,543.2
4010.0,893.2,1943.5,4589.5,3791.6,1858.4,1352.9,3858.4,3101.9,1102.5,957.3
344.5,2045.1,1692.3,4487.1,2409.7,5257.4,1035.0,4494.1,1184.3,3368.0,562.8
2182.2,369.5,1460.1,2571.6,1191.8,780.3,3557.8,1664.4,1222.1,1869.7,14903.3
4549.6,4582.8,2561.7,2065.6,265.9,1050.3,1230.9,403.5,716.3,370.7,1753.5
3480.8,4382.7,2519.5,836.5,385.4,443.4,655.1,887.9,1591.1,803.3,2371.3
1501.4,1823.4,4501.7,703.3,2527.4,1787.9,1384.7,3670.9,3652.7,847.9,1562.9
2264.2,1453.3,2887.1,2264.1,7832.6,531.5,1639.3,874.1,2931.5,495.8,2385.2
1092.2,1004.9,568.4,1246.3,4305.3,1772.0,2987.4,6848.0,2232.8,1156.3,2627.5
1169.8,1207.7,536.0,3793.4,1327.7,2091.6,789.4,2562.5,982.8,1614.3,3649.2
3403.7,1776.5,439.4,19816.1,7307.7,3223.2,989.7,1651.0,1170.6,4969.6,2230.5
965.5,1240.7,4433.5,6503.4,6140.5,3313.1,1477.2,135.2,2293.3,1805.4,2022.3
1887.7,625.8,2824.0,2998.2,3120.9,3855.5,2931.4,1302.4,1708.4,1944.8,1970.7
4018.1,3025.8,9526.9,10563.7,1927.0,84.0,4863.3,1173.4,952.2,1314.5,1264.8
2950.8,519.3,763.4,2379.2,2976.1,3020.7,963.3,826.7,1205.6,2190.5,5933.6
351.4,1515.4,622.6,482.1,3918.9,2795.3,2590.3,3777.5,1231.8,1279.1,10389.8
1484.4,3255.5,1817.3,412.2,352.2,1137.8,4208.6,3397.0,3756.6,820.9,6586.0
835.5,2143.6,1793.1,1573.3,5275.7,1028.6,614.2,1837.2,1313.1,26954.5,3106.4
1303.1,776.7,401.7,796.2,1982.2,5663.9,4435.3,2171.7,1396.1,2241.8,1194.0
7148.7,1554.1,1687.4,307.2,1546.3,3530.5,769.6,991.7,3409.0,554.8,4214.3
1181.2,1325.0,735.8,2446.6,12937.7,3378.5,905.6,4485.0,1403.4,5429.4,3447.3
171.7,809.8,3848.8,2041.3,797.1,1089.1,393.5,1684.6,10599.4,3442.5,10428.9
3662.6,4113.3,8771.5,2445.0,1556.5,4130.4,5785.3,1231.5,1015.1,2020.5,3516.4
3423.7,578.6,8343.9,1082.5,1462.6,878.2,15656.8,2194.4,915.3,3608.8,3345.3
1555.9,3542.1,934.3,1218.9,362.1,626.9,7677.9,6722.0,1905.8,6838.6,1590.7
1488.1,1891.7,1636.1,1522.1,4513.0,2038.8,3197.1,4126.2,2466.5,832.0,612.6
2036.6,1576.6,1939.0,1785.0,14283.5,623.8,368.0,2358.8,1337.9,2328.2,2884.5
5050.7,541.4,1158.2,2547.9,3348.8,10454.2,3883.8,1727.7,886.8,1151.2,1125.3
3053.9,2220.7,627.1,1275.7,3648.4,2395.5,2849.5,2456.1,6641.8,2183.8,1327.7
869.0,2207.7,256.6,1560.2,1533.5,606.9,860.4,3455.5,2174.5,1961.4,2310.2
1947.1,4886.8,1995.7,563.1,6661.5,2431.5,1128.4,663.3,2481.8,1646.3,6369.8
1371.0,925.3,3702.0,3790.4,2069.2,3106.0,1754.3,2180.0,4591.6,2981.7,1579.1
5334.2,272.6,9336.2,461.8,1094.8,1749.8,1608.1,4044.6,775.7,2227.5,1138.5
2289.6,1716.7,1947.6,1164.5,1202.2,2275.2,3846.7,1120.3,902.3,2953.6,1761.6
3513.6,876.0,435.5,1180.4,979.4,1697.6,1086.3,3270.9,1435.8,2039.3,2051.1
2113.2,1773.5,2720.3,956.7,5538.8,1496.3,633.2,2101.6,915.1,3078.7,10590.2
963.7,2358.8,443.9,2599.6,890.2,1096.8,749.2,3247.8,4047.5,1842.2,905.5
6448.6,991.9,320.7,2609.0,747.1,3987.4,1332.9,2930.6,5548.0,687.4,1149.7
1701.8,6186.0,1067.7,1123.7,2650.5,1139.4,2042.7,522.6,10630.3,615.1,1397.7
1761.7,8351.1,626.5,8839.3,3313.4,2524.2,822.5,2855.2,1013.5,4980.7,831.4
1651.6,1159.5,820.6,3271.7,2774.9,4756.2,435.3,4235.8,13418.1,1259.8,8234.8
1464.8,603.1,1415.9,4182.1,924.7,1118.5,2906.9,1812.5,2886.2,2187.0,2653.7
1279.4,2176.3,861.0,5068.2,1088.5,4460.8,1499.8,2125.2,1216.9,802.1,447.7
777.2,1395.3,2142.0,4057.4,1265.7,892.9,570.1,2654.6,5467.4,4979.4,3190.5
3013.4,7031.1,2358.2,3031.8,1398.8,608.1,1046.2,1794.8,1898.1,8442.5,1929.5
4642.8,1276.6,1409.0,624.4,998.4,2756.1,1819.0,3844.3,2090.2,1363.8,10083.3
1677.2,4584.3,1311.6,3189.7,3798.7,2136.2,274.9,1834.6,4838.5,2757.2,2582.9
455.9,1016.0,2512.6,2510.7,4777.8,1610.2,2501.5,1831.9,820.9,297.5,2552.4
2078.0,1102.6,495.1,2992.3,1461.6,2822.8,8032.4,326.0,1033.1,1529.2,5789.8
488.3,8507.4,2015.6,1674.4,1543.1,1275.4,4181.8,769.1,2383.5,1329.6,982.7
14310.9,2528.1,2953.1,4492.8,579.9,7345.4,242.9,977.5,1252.3,2879.5,2153.8
1582.2,1790.8,826.8,545.8,3233.1,3149.4,6422.7,961.0,3147.1,1440.9,4686.2
4095.2,2140.9,1378.0,3900.1,3033.7,1045.7,625.0,1435.4,6077.4,4524.2,742.6
710.4,5012.8,728.9,2717.4,1104.5,6592.2,976.2,4512.9,2096.2,2212.2,373.8
310.3,1515.6,2202.9,735.0,756.8,2833.2,2836.4,1619.4,3375.0,706.7,1360.0
6756.8,1909.6,2000.3,11438.7,590.2,3419.1,6844.4,1394.3,3596.5,824.2,1043.8
2460.1,3425.0,4432.6,6346.8,1713.1,4698.0,1374.9,3720.7,2134.5,2582.6,2537.2
500.8,735.6,1962.6,468.8,3515.6,3630.9,2349.0,737.4,5454.0,9225.9,2033.8
2720.1,2124.7,2763.6,1643.1,1758.7,3731.5,11807.6,589.9,1664.0,703.2,6461.5
1129.8,569.9,3012.6,7298.7,3074.4,2129.9,2508.2,5607.6,898.4,1653.3,1258.7
710.3,1390.3,4386.0,2844.9,3027.4,2032.8,2748.1,952.9,1411.5,2108.2,2257.5
2335.9,1618.6,1336.8,22611.6,3734.7,2516.2,1500.3,1260.2,1628.4,2285.3,401.7
515.2,1086.3,2133.9,1493.1,5898.8,552.3,991.2,6100.2,2008.0,3669.7,9330.1
1037.9,1669.9,1454.0,378.5,1410.5,3658.7,2786.3,2966.9,1338.9,1069.7,4991.1
1214.6,2287.6,2060.4,5821.9,3932.9,641.5,699.2,2873.0,1717.3,1256.2,4074.5
2100.6,1885.5,3374.0,1339.3,6341.1,962.5,3058.1,5693.4,600.7,1373.8,4508.7
4563.3,1576.2,1004.5,3884.5,4660.3,712.1,690.1,2165.1,2991.4,1423.3,3113.3
1024.4,333.0,1288.0,1901.9,1450.0,715.6,423.0,1198.4,3707.5,4939.2,4675.9
941.3,718.4,2690.0,3005.1,2490.2,361.0,903.7,1765.6,2669.8,3340.4,2029.2
2355.8,1935.1,3129.1,2322.3,1905.7,1458.7,1929.5,2664.2,2239.4,2452.0,5293.2
2235.3,1075.8,3666.1,606.1,761.2,2365.3,2732.9,667.8,1331.1,1113.4,1225.0
3846.3,3181.8,1780.6,1168.2,614.2,5631.6,2903.6,1027.3,3215.3,1709.3,1437.0
2561.0,999.0,1373.3,1992.5,1212.5,3088.0,8064.7,988.9,477.2,364.5,1603.0
1063.7,2135.1,2010.4,501.4,423.3,2291.0,2014.9,1286.1,480.2,2636.3,5001.6
2258.3,917.8,1873.6,606.1,4214.8,1930.4,439.4,1421.5,2619.2,1385.1,1449.9
678.9,2844.8,1076.2,322.1,1343.4,3963.6,1326.7,7261.8,2548.3,2370.9,1631.5
1711.9,1464.5,1419.7,2764.7,855.2,764.5,736.2,9288.4,2763.6,2306.7,775.9
2977.0,1647.1,2145.9,827.7,2055.4,1288.1,980.0,3252.8,528.4,2840.7,3126.2
894.5,938.0,1512.6,2265.7,1599.9,2557.7,7408.5,1204.5,458.5,3500.8,6951.1
2475.5,757.3,1637.4,738.9,3023.8,613.4,1422.1,809.6,2001.1,1348.7,2082.7
1840.7,821.1,2985.4,1738.9,819.9,10858.9,2646.9,1599.4,5609.2,7890.8,1609.6
2387.3,820.2,1607.2,1541.9,2096.2,2359.5,2829.5,2186.6,686.4,853.4,1167.8
1442.6,4190.7,713.1,1358.4,3875.4,1422.4,2613.2,1617.1,2220.4,1506.0,3083.0
525.3,1352.0,2292.2,2771.0,5969.2,1322.4,5905.2,1067.2,5233.9,3477.2,870.6
2311.5,1735.4,2982.4,1512.3,1414.0,5406.1,1670.7,3502.2,1509.8,6859.1,1050.8
1106.2,6121.8,1266.5,6508.5,3690.3,1597.6,423.8,1780.3,1961.2,4599.8,6443.1
1045.2,3432.2,3335.3,4267.3,2694.5,382.2,1596.6,717.3,1537.5,3960.0,2308.0
4530.0,2376.5,639.9,240.6,2036.6,1523.6,827.5,463.8,1004.5,1547.5,3080.1
2102.5,6545.0,789.6,3658.6,1877.8,3151.8,1275.1,4261.4,2289.7,1049.9,1790.7
1492.7,2674.0,703.6,1766.1,2480.6,1856.4,5311.1,3358.4,1797.3,2150.3,2290.5
2496.5,419.7,1420.5,551.4,5027.2,1722.1,1548.9,3705.0,2534.8,733.0,1708.3
1382.8,447.8,1040.8,1561.1,1649.2,552.4,4543.0,1666.2,1863.2,2491.2,962.5
2604.7,1348.0,882.5,2860.5,5963.1,3228.8,3783.4,1192.1,503.7,5955.7,9354.5
6212.0,1382.1,717.9,770.8,470.1,1659.2,6532.5,1614.3,2302.7,5434.3,1308.6
9213.5,8898.8,1628.0,1139.1,3158.3,1369.2,716.8,5039.1,4784.6,2047.6,658.3
676.1,1970.0,1212.1,1376.3,4095.2,3250.4,5445.3,818.5,1374.0,3318.2,2587.5
6160.4,2531.2,7930.6,2785.0,4229.1,1395.8,1828.8,3747.2,6570.7,3240.2,1691.7
5441.8,313.1,579.5,3119.1,1828.6,2934.8,1903.6,2854.8,942.4,2853.7,4005.9
4800.3,9052.9,2197.9,2251.0,534.6,1181.9,1549.3,4189.2,1109.0,3418.9,1805.7
1569.1,2206.4,1322.2,1282.8,462.3,1482.7,1231.5,1196.6,2523.7,3062.3,2177.1
4009.1,2865.4,1427.9,1248.5,2322.2,2861.2,5531.8,4688.8,1172.4,1666.4,3092.7
4248.8,3832.1,1718.0,663.0,813.1,2248.7,2377.4,750.7,1873.7,2995.8,719.8
4376.5,1336.7,4944.8,1180.0,795.3,1253.2,1675.5,1325.1,1521.1,2361.8,1576.6
1714.9,460.6,2473.4,1683.5,6556.6,852.6,425.5,2964.5,2385.6,806.9,531.8
6185.2,5604.3,247.2,1253.2,6845.5,1235.4,1221.1,1442.0,737.5,462.3,4196.6
413.9,2203.5,3674.8,566.2,863.1,4772.1,2769.2,1103.4,4730.6,4746.8,2242.3
880.0,1298.9,2273.6,1554.8,3832.1,531.8,547.1,2089.5,1220.2,1094.8,439.5
1836.5,1733.3,3049.7,1910.5,1626.1,4636.0,632.7,2777.0,474.9,924.6,685.3
3379.7,1715.9,1788.6,745.9,1422.6,981.6,2457.2,818.2,5238.7,473.2,948.4
6917.2,1276.5,631.5,2154.4,1236.1,926.4,752.4,16559.2,1478.5,387.4,5972.8
2947.9,979.3,857.1,3098.8,1484.0,387.3,7553.7,1277.7,5981.7,5027.9,811.7
4132.1,1073.7,406.1,1287.3,2485.2,1248.6,1414.3,4513.6,1968.8,920.9,3170.4
2117.8,240.5,2547.0,2473.7,1837.4,3689.9,1055.8,2366.6,516.2,2504.1,8625.2
815.8,984.5,1024.5,2006.2,772.5,2532.6,3559.8,2772.4,439.3,4008.3,3827.2
3512.7,2436.4,2156.3,4129.5,8423.8,843.5,4283.4,1687.5,1629.9,528.9,1439.7
814.2,1247.5,751.0,1262.5,1306.5,1953.6,496.8,568.8,2415.2,955.3,4271.1
2165.1,2937.8,5589.0,1411.3,1141.9,3631.4,2717.9,1556.4,5503.6,1525.7,1856.1
1839.0,856.0,1923.8,5527.0,2581.1,1853.5,1588.6,2355.9,3293.9,2943.6,1386.5
2344.5,2654.3,807.7,2068.5,320.8,2659.9,3066.4,3288.0,1318.1,2315.2,5648.6
5602.8,1766.3,2021.2,4397.2,544.2,1396.2,5263.0,3944.8,2429.4,542.0,1737.3
1127.8,2356.3,946.3,795.9,346.6,4805.2,1313.1,2050.2,1804.8,769.7,660.3
809.0,1013.8,2424.3,956.6,7311.4,4112.2,3451.9,1643.0,6071.9,1518.7,1763.4
2071.4,3169.9,3009.5,1236.3,1180.4,3016.7,3204.1,1319.9,507.9,1531.7,2977.4
7664.3,693.4,1285.3,1324.1,5348.9,1758.2,874.9,2827.0,1308.0,678.9,885.2
7239.0,2458.6,1970.8,1480.4,2284.1,2262.4,2284.1,1982.0,3622.9,1841.8,826.9
1107.7,371.2,9149.5,3605.5,930.7,1443.1,1086.3,6210.8,580.6,1981.4,1657.7
3503.3,1663.7,442.9,1479.0,830.7,1926.9,5695.0,449.6,953.2,1161.9,1332.3
3268.5,1573.7,2521.6,1096.0,2173.2,3368.6,1006.4,3378.2,1885.4,4172.9,1539.0
2452.8,1750.3,1674.1,2224.2,2777.9,665.4,5692.5,408.4,1045.4,1676.7,2514.6
6380.1,408.9,1204.5,329.8,1854.4,2247.0,6455.2,1991.2,4168.1,2884.4,1276.4
585.7,2253.0,548.0,5095.8,1588.2,4703.9,1231.3,2241.9,2137.7,1744.0,1279.0
2474.9,861.8,687.1,4886.6,3234.8,1905.9,6850.8,1459.4,5209.1,2080.7,796.5
7930.2,3994.1,1641.2,3234.8,1309.0,3509.8,267.0,799.6,3957.7,1480.7,2134.6
615.6,7929.1,4686.4,1539.9,1308.0,4120.3,8830.6,3877.7,10274.7,864.5,938.7
698.4,2574.5,2080.7,1601.1,3454.4,4845.8,533.5,1121.5,3484.6,1243.7,954.7
4084.0,644.5,1420.5,2351.8,1142.5,3383.0,1147.0,5579.7,1635.0,3093.4,3284.0
1094.4,349.7,2412.9,1915.7,2820.5,1508.4,1281.3,9016.2,556.8,3252.4,1141.8
1382.1,1402.9,950.8,2855.4,5500.1,2633.3,1963.9,821.3,2733.8,10148.5,1333.3
1338.4,1154.2,1222.3,201.1,2500.0,919.3,498.6,3302.9,760.8,1378.9,5843.9
585.6,530.6,2242.7,4535.0,513.1,2505.3,2877.9,348.2,3424.8,3645.6,1408.9
4924.0,4488.0,1963.5,1260.0,830.3,1754.5,2852.1,1395.0,311.7,4988.9,2105.2
1334.5,3589.4,6122.4,192.2,2559.1,577.5,2695.4,2002.9,3006.6,1212.7,404.0
1261.1,2503.6,4073.7,708.1,4111.9,1076.7,2416.2,1202.4,2091.7,3690.4,677.5
1049.5,2096.4,12348.2,906.4,9247.5,8987.0,1672.6,1424.4,1039.3,1712.0,586.8
1701.1,5987.9,1108.9,1491.3,463.6,2438.8,2234.1,1902.6,1520.1,1430.5,2701.4
1766.8,2326.2,2147.3,4441.5,3107.6,2109.7,6092.0,2530.6,5135.7,2938.2,414.2
5135.2,2014.5,1734.4,2264.4,1372.0,2168.1,1126.1,5011.1,1651.0,1331.3,862.7
2241.8,2100.0,2467.0,794.9,502.2,2982.4,5929.6,795.5,6448.2,2269.1,1797.9
1315.5,597.3,3984.6,972.2,968.9,3998.0,400.9,534.4,1782.0,2286.2,2664.5
1420.2,13688.3,1506.7,1503.2,955.7,1996.4,2957.1,4735.6,549.3,1485.1,2584.7
2891.8,1817.5,2790.4,946.6,6287.5,4000.2,616.5,765.0,782.5,3110.0,646.9
1387.4,2601.3,1714.8,2224.1,770.7,2909.9,1107.0,1394.5,2186.8,1963.5,1843.1
991.8,1422.8,1811.2,601.8,1248.8,2465.5,650.7,4560.9,4992.5,667.7,5356.7
